path,board,spec_code,topic,current_title,proposed_title,title_len,current_description,proposed_description,desc_len,canonical,flags
revision-notes/aqa-a2-micro/1-4-3-the-law-of-diminishing-returns-and-returns-to-scale.html,AQA,1.4.3,The Law of Diminishing Returns and Returns to Scale,1.4.3 The Law of Diminishing Returns and Returns to Scale | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.4.3 Diminishing Returns and Scale,57,"Free AQA A-Level Economics revision notes on The Law of Diminishing Returns and Returns to Scale - learn about the difference between the short run and long run, the law of diminishing returns, and the different types of returns to scale.","Free AQA A-Level Economics revision notes for unit 1.4.3. Covers the short run versus long run, marginal, average and total returns, and returns to scale.",154,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-4-3-the-law-of-diminishing-returns-and-returns-to-scale.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-4-4-costs-of-production.html,AQA,1.4.4,Costs of Production,1.4.4 Costs of Production | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.4.4 Costs of Production,47,"Free AQA A-Level Economics revision notes on Costs of Production - including fixed, variable, marginal, average and total costs. Understand the reasons for the shape of the cost curves and how factor prices and productivity affect firms' costs of production.","AQA A-Level Economics 1.4.4 revision notes. Covers fixed, variable, marginal and average costs, the U-shaped curves and the SRAC-LRAC link. With diagrams.",154,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-4-4-costs-of-production.html,
revision-notes/aqa-a2-micro/1-4-5-economies-and-diseconomies-of-scale.html,AQA,1.4.5,Economies and Diseconomies of Scale,1.4.5 Economies and Diseconomies of Scale | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.4.5 Economies of Scale,46,"Free AQA A-Level Economics revision notes on Economies and Diseconomies of Scale - covering the LRAC curve, internal and external economies of scale, diseconomies of scale, and minimum efficient scale.","AQA A-Level Economics 1.4.5 revision notes. Covers the LRAC curve, internal and external economies, diseconomies and minimum efficient scale. With diagrams.",156,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-4-5-economies-and-diseconomies-of-scale.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-4-6-marginal-average-and-total-revenue.html,AQA,1.4.6,"Marginal, Average and Total Revenue","1.4.6 Marginal, Average and Total Revenue | AQA A-Level Economics Revision Notes | Economics Academy","AQA A-Level Economics 1.4.6 Marginal, Average, Total Revenue",60,"Free AQA A-Level Economics revision notes on Marginal, Average and Total Revenue - covering total revenue, average revenue, marginal revenue, revenue in perfect competition, and revenue in imperfect competition.","AQA A-Level Economics 1.4.6 revision notes. Covers total, average and marginal revenue under both perfect and imperfect competition. With annotated diagrams.",157,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-4-6-marginal-average-and-total-revenue.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-4-7-profit.html,AQA,1.4.7,Profit,1.4.7 Profit | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.4.7 Profit,34,"Free AQA A-Level Economics revision notes on Profit - covering normal profits, supernormal profits, and losses.","Free AQA A-Level Economics revision notes for unit 1.4.7. Covers normal profit, supernormal profit and losses on firm diagrams, and profit's role in markets.",157,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-4-7-profit.html,
revision-notes/aqa-a2-micro/1-4-8-technological-change.html,AQA,1.4.8,Technological Change,1.4.8 Technological Change | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.4.8 Technological Change,48,"Free AQA A-Level Economics revision notes on Technological Change - learn about inventions, innovations, and the impact of technological change on production costs, productivity, and the structure of markets.",Free AQA A-Level Economics revision notes for unit 1.4.8. Covers invention versus innovation and how technological change reshapes costs and market structure.,158,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-4-8-technological-change.html,
revision-notes/aqa-a2-micro/1-5-1-market-structures.html,AQA,1.5.1,Market Structures,1.5.1 Market Structures | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.5.1 Market Structures,45,"Free AQA A-Level Economics revision notes on Market Structures - learn about the spectrum of competition, characteristics of market structures, and more.",Free AQA A-Level Economics revision notes for unit 1.5.1. Covers the spectrum from perfect competition to monopoly and the characteristics defining each.,153,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-5-1-market-structures.html,
revision-notes/aqa-a2-micro/1-5-10-market-structure-efficiency-resource-allocation.html,AQA,1.5.10,"Market Structure, Static Efficiency, Dynamic Efficiency and Resource Allocation","1.5.10 Market Structure, Static Efficiency, Dynamic Efficiency and Resource Allocation | AQA A-Level Economics Revision Notes | Economics Academy",AQA A-Level Economics 1.5.10 Efficiency and Market Structure,60,"Free AQA A-Level Economics revision notes on Market Structure, Static Efficiency, Dynamic Efficiency and Resource Allocation - Learn about allocative, productive, dynamic, and X-inefficiency, and how they apply to different market structures.","Revision notes for AQA A-Level Economics 1.5.10. Covers allocative, productive, dynamic and X-inefficiency across different market structures. With diagrams.",157,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-5-10-market-structure-efficiency-resource-allocation.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-5-11-consumer-and-producer-surplus.html,AQA,1.5.11,Consumer and Producer Surplus,1.5.11 Consumer and Producer Surplus | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.5.11 Consumer and Producer Surplus,58,"Free AQA A-Level Economics revision notes on Consumer and Producer Surplus - learn about consumer and producer surplus, how they are represented diagrammatically, and their application to price discrimination and monopoly power.","Free AQA A-Level Economics revision notes for unit 1.5.11. Covers surplus at equilibrium, how market changes shift it, and monopoly and price discrimination.",157,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-5-11-consumer-and-producer-surplus.html,
revision-notes/aqa-a2-micro/1-5-2-the-objectives-of-firms.html,AQA,1.5.2,The Objectives of Firms,1.5.2 The Objectives of Firms | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.5.2 The Objectives of Firms,51,"Free AQA A-Level Economics revision notes on The Objectives of Firms - learn about profit maximisation, revenue maximisation, sales maximisation, satisficing, and the divorce of ownership and control.","Free AQA A-Level Economics revision notes for unit 1.5.2. Covers profit, revenue and sales maximisation, satisficing, and the divorce of ownership and control.",159,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-5-2-the-objectives-of-firms.html,
revision-notes/aqa-a2-micro/1-5-3-perfect-competition.html,AQA,1.5.3,Perfect Competition,1.5.3 Perfect Competition | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.5.3 Perfect Competition,47,"Free AQA A-Level Economics revision notes on Perfect Competition - learn about the characteristics of perfect competition, short-run and long-run equilibrium, and efficiency.","Free AQA A-Level Economics revision notes for unit 1.5.3. Covers the assumptions, the firm's demand curve, short-run and long-run equilibrium, and efficiency.",158,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-5-3-perfect-competition.html,
revision-notes/aqa-a2-micro/1-5-4-monopolistic-competition.html,AQA,1.5.4,Monopolistic Competition,1.5.4 Monopolistic Competition | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.5.4 Monopolistic Competition,52,"Free AQA A-Level Economics revision notes on Monopolistic Competition - learn about the characteristics, short-run and long-run equilibrium, efficiency, non-price competition, and impact on consumers.","Free AQA A-Level Economics revision notes for unit 1.5.4. Covers product differentiation, short-run profit, long-run normal profit and non-price competition.",157,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-5-4-monopolistic-competition.html,
revision-notes/aqa-a2-micro/1-5-5-oligopoly.html,AQA,1.5.5,Oligopoly,1.5.5 Oligopoly | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.5.5 Oligopoly,37,"Free AQA A-Level Economics revision notes on Oligopoly - learn about the key characteristics of oligopoly, concentration ratios, interdependence, collusive and non-collusive behaviour, and types of competition.","Free AQA A-Level Economics revision notes (1.5.5). Covers concentration ratios, interdependence, and collusive versus non-collusive behaviour. With diagrams.",157,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-5-5-oligopoly.html,
revision-notes/aqa-a2-micro/1-5-6-monopoly-and-monopoly-power.html,AQA,1.5.6,Monopoly and Monopoly Power,1.5.6 Monopoly and Monopoly Power | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.5.6 Monopoly and Monopoly Power,55,"Free AQA A-Level Economics revision notes on Monopoly and Monopoly Power - learn about the characteristics of monopoly, how a monopoly maximises profit, the costs and benefits of monopoly power, and the idea of a natural monopoly.","AQA A-Level Economics 1.5.6 revision notes. Covers the characteristics of monopoly, profit maximisation, monopoly power and natural monopoly. With diagrams.",156,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-5-6-monopoly-and-monopoly-power.html,
revision-notes/aqa-a2-micro/1-5-7-price-discrimination.html,AQA,1.5.7,Price Discrimination,1.5.7 Price Discrimination | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.5.7 Price Discrimination,48,"Free AQA A-Level Economics revision notes on Price Discrimination - learn about the different types of price discrimination, the conditions required for price discrimination to occur, and the potential benefits and drawbacks of price discrimination for firms and consumers.","Revision notes for AQA A-Level Economics 1.5.7. Covers first, second and third-degree price discrimination and the conditions required for it. With diagrams.",157,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-5-7-price-discrimination.html,
revision-notes/aqa-a2-micro/1-5-8-the-dynamics-of-competition-and-competitive-market-processes.html,AQA,1.5.8,The Dynamics of Competition and Competitive Market Processes,1.5.8 The Dynamics of Competition and Competitive Market Processes | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.5.8 The Dynamics of Competition,55,"Free AQA A-Level Economics revision notes on The Dynamics of Competition and Competitive Market Processes - learn about the short-run and long-run benefits of competition, how competition leads to product improvement, cost reduction, and service quality enhancement, as well as the process of creative destruction.",Free AQA A-Level Economics revision notes for unit 1.5.8. Covers the short-run and long-run benefits of competition and the process of creative destruction.,156,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-5-8-the-dynamics-of-competition-and-competitive-market-processes.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-5-9-contestable-and-non-contestable-markets.html,AQA,1.5.9,Contestable and Non-Contestable Markets,1.5.9 Contestable and Non-Contestable Markets | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.5.9 Contestable Markets,47,"Free AQA A-Level Economics revision notes on Contestable and Non-Contestable Markets - covering contestability, characteristics of a contestable market, hit-and-run entry, and barriers to entry.","Free AQA A-Level Economics revision notes for unit 1.5.9. Covers contestability, hit-and-run entry, barriers to entry, and sunk costs as the barrier to exit.",157,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-5-9-contestable-and-non-contestable-markets.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-6-1-the-demand-for-labour-marginal-productivity-theory.html,AQA,1.6.1,"The Demand for Labour, Marginal Productivity Theory","1.6.1 The Demand for Labour, Marginal Productivity Theory | AQA A-Level Economics Revision Notes | Economics Academy",AQA A-Level Economics 1.6.1 The Demand for Labour and MRP,57,"Free AQA A-Level Economics revision notes on The Demand for Labour, Marginal Productivity Theory - learn about derived demand, marginal revenue product theory, profit-maximising employment condition, shifts in labour demand, and elasticity of demand for labour.","Free AQA A-Level Economics revision notes for unit 1.6.1. Covers derived demand, marginal revenue product theory, shifts in labour demand and wage elasticity.",158,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-6-1-the-demand-for-labour-marginal-productivity-theory.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-6-2-influence-upon-the-supply-of-labour-to-different-markets.html,AQA,1.6.2,Influence upon the Supply of Labour to Different Markets,1.6.2 Influence upon the Supply of Labour to Different Markets | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.6.2 The Supply of Labour,48,"Free AQA A-Level Economics revision notes on Influence upon the Supply of Labour to Different Markets - learn about the supply of labour, factors that shift the supply curve, labour mobility, and wage elasticity of supply of labour.","AQA A-Level Economics 1.6.2 revision notes. Covers the labour supply curve, what shifts it, labour immobility and wage elasticity of supply. With diagrams.",155,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-6-2-influence-upon-the-supply-of-labour-to-different-markets.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-6-3-wage-determination-perfectly-competitive-labour-markets.html,AQA,1.6.3,The Determination of Relative Wage rates and Levels of Employment in Perfectly Competitive Labour Markets,1.6.3 The Determination of Relative Wage rates and Levels of Employment in Perfectly Competitive Labour Markets | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.6.3 Competitive Wage Determination,58,"Free AQA A-Level Economics revision notes on The Determination of Relative Wage rates and Levels of Employment in Perfectly Competitive Labour Markets - learn about wage determination, market forces, and equilibrium in competitive labour markets.",Revision notes for AQA A-Level Economics 1.6.3. Covers how market forces set the wage and level of employment in a competitive labour market. With diagrams.,156,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-6-3-wage-determination-perfectly-competitive-labour-markets.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-6-4-wage-determination-imperfectly-competitive-labour-markets.html,AQA,1.6.4,The Determination of Relative Wage rates and Levels of Employment in Imperfectly Competitive Labour Markets,1.6.4 The Determination of Relative Wage rates and Levels of Employment in Imperfectly Competitive Labour Markets | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.6.4 Wage Determination: Monopsony,57,"Free AQA A-Level Economics revision notes on The Determination of Relative Wage rates and Levels of Employment in Imperfectly Competitive Labour Markets - learn about monopsony, bilateral monopoly, and wage determination in imperfectly competitive labour markets.",Free AQA A-Level Economics revision notes for unit 1.6.4. Covers why labour markets are imperfect and how a monopsonist sets wages below the competitive level.,159,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-6-4-wage-determination-imperfectly-competitive-labour-markets.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-6-5-the-influence-of-trade-unions-in-determining-wages-and-levels-of-employment.html,AQA,1.6.5,The Influence of Trade Unions in Determining Wages and Levels of Employment,1.6.5 The Influence of Trade Unions in Determining Wages and Levels of Employment | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.6.5 Trade Unions and Wages,50,Free AQA A-Level Economics revision notes on The Influence of Trade Unions in Determining Wages and Levels of Employment - learn about the factors that affect the ability of trade unions to influence wages and employment in different labour markets.,AQA A-Level Economics 1.6.5 revision notes. Covers how unions raise wages and their differing effects in competitive and monopsony markets. With diagrams.,154,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-6-5-the-influence-of-trade-unions-in-determining-wages-and-levels-of-employment.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-6-6-the-national-minimum-wage.html,AQA,1.6.6,The National Minimum Wage,1.6.6 The National Minimum Wage | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.6.6 The National Minimum Wage,53,Free AQA A-Level Economics revision notes on The National Minimum Wage - learn about the impact of minimum wages on workers and employers in different labour markets.,AQA A-Level Economics 1.6.6 revision notes. Covers how the minimum wage is set and its effects on workers and employers in different markets. With diagrams.,156,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-6-6-the-national-minimum-wage.html,
revision-notes/aqa-a2-micro/1-6-7-discrimination-in-the-labour-market.html,AQA,1.6.7,Discrimination in the Labour Market,1.6.7 Discrimination in the Labour Market | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.6.7 Labour Market Discrimination,56,"Free AQA A-Level Economics revision notes on Discrimination in the Labour Market - covering the conditions necessary for discrimination to occur in the labour market, and the consequences of gender, ethnic and other forms of discrimination on wages and employment.","Free AQA A-Level Economics revision notes for unit 1.6.7. Covers wage discrimination, the conditions that allow it, and its impact on wages and employment.",155,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-6-7-discrimination-in-the-labour-market.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-7-1-the-distribution-of-income-and-wealth.html,AQA,1.7.1,The Distribution of Income and Wealth,1.7.1 The Distribution of Income and Wealth | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.7.1 Income and Wealth Distribution,58,"Free AQA A-Level Economics revision notes on The Distribution of Income and Wealth - learn about income and wealth inequality, Lorenz curve, Gini coefficient, Kuznets curve, and the benefits and costs of inequality.","AQA A-Level Economics 1.7.1 revision notes. Covers income versus wealth, the Lorenz curve and Gini coefficient, and the Kuznets curve. With comparison tables.",158,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-7-1-the-distribution-of-income-and-wealth.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-7-2-the-problem-of-poverty.html,AQA,1.7.2,The Problem of Poverty,1.7.2 The Problem of Poverty | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.7.2 The Problem of Poverty,50,"Free AQA A-Level Economics revision notes on The Problem of Poverty - learn about absolute and relative poverty, the causes of poverty, and the economic consequences of poverty.","Free AQA A-Level Economics revision notes for unit 1.7.2. Covers absolute and relative poverty, the poverty trap, and the economic consequences of poverty.",155,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-7-2-the-problem-of-poverty.html,
revision-notes/aqa-a2-micro/1-7-3-government-policies-poverty-income-distribution.html,AQA,1.7.3,Government Policies to Alleviate Poverty and to Influence the Distribution of Income and Wealth,1.7.3 Government Policies to Alleviate Poverty and to Influence the Distribution of Income and Wealth | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.7.3 Policies to Reduce Poverty,54,"Free AQA A-Level Economics revision notes on Government Policies to Alleviate Poverty and to Influence the Distribution of Income and Wealth - learn about direct taxes, welfare payments, minimum wage, education and training, subsidies, and public services to reduce poverty and income inequality.","Free AQA A-Level Economics revision notes for unit 1.7.3. Covers taxes, benefits, the minimum wage, education and public services, with evaluation of each.",155,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-7-3-government-policies-poverty-income-distribution.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-8-1-how-markets-and-prices-allocate-resources.html,AQA,1.8.1,How Markets and Prices Allocate Resources,1.8.1 How Markets and Prices Allocate Resources | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.8.1 How Prices Allocate Resources,57,"Free AQA A-Level Economics revision notes on How Markets and Prices Allocate Resources - learn about the price mechanism, its functions, and the advantages and disadvantages of using markets to allocate resources.","Revision notes for AQA A-Level Economics 1.8.1. Covers the rationing, incentive and signalling functions of prices, and the limits of markets. With diagrams.",157,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-8-1-how-markets-and-prices-allocate-resources.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-8-10-government-failure.html,AQA,1.8.10,Government Failure,1.8.10 Government Failure | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.8.10 Government Failure,47,"Free AQA A-Level Economics revision notes on Government Failure - learn about the definition of government failure, causes of government failure, and examples of government failure.",Free AQA A-Level Economics revision notes for unit 1.8.10. Covers how intervention meant to correct market failure can create a larger net welfare loss.,152,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-8-10-government-failure.html,
revision-notes/aqa-a2-micro/1-8-2-the-meaning-of-market-failure.html,AQA,1.8.2,The Meaning of Market Failure,1.8.2 The Meaning of Market Failure | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.8.2 The Meaning of Market Failure,57,"Free AQA A-Level Economics revision notes on The Meaning of Market Failure - learn about market failure, externalities, public goods, information gaps, and monopoly power.","Free AQA A-Level Economics revision notes for unit 1.8.2. Covers what market failure means and its main causes across goods, information and monopoly power.",156,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-8-2-the-meaning-of-market-failure.html,
revision-notes/aqa-a2-micro/1-8-3-public-goods-private-goods-and-quasi-public-goods.html,AQA,1.8.3,"Public Goods, Private Goods and Quasi-Public Goods","1.8.3 Public Goods, Private Goods and Quasi-Public Goods | AQA A-Level Economics Revision Notes | Economics Academy",AQA A-Level Economics 1.8.3 Public and Quasi-Public Goods,57,"Free AQA A-Level Economics revision notes on Public Goods, Private Goods and Quasi-Public Goods - learn about the characteristics of public goods, private goods and quasi-public goods, and the implications of these characteristics for the provision of these goods.","Free AQA A-Level Economics revision notes for unit 1.8.3. Covers non-excludability and non-rivalry, the free rider problem and the tragedy of the commons.",154,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-8-3-public-goods-private-goods-and-quasi-public-goods.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-8-4-positive-and-negative-externalities-in-consumption-and-production.html,AQA,1.8.4,Positive and Negative Externalities in Consumption and Production,1.8.4 Positive and Negative Externalities in Consumption and Production | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.8.4 Externalities,41,"Free AQA A-Level Economics revision notes on Positive and Negative Externalities in Consumption and Production - learn about externalities, merit and demerit goods, social costs and benefits, and government intervention to correct market failure.","AQA A-Level Economics 1.8.4 revision notes. Covers external costs and benefits in production and consumption, welfare loss and intervention. With diagrams.",155,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-8-4-positive-and-negative-externalities-in-consumption-and-production.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-8-5-merit-and-demerit-goods.html,AQA,1.8.5,Merit and Demerit Goods,1.8.5 Merit and Demerit Goods | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.8.5 Merit and Demerit Goods,51,"Free AQA A-Level Economics revision notes on Merit and Demerit Goods - learn about merit and demerit goods, positive and negative externalities, and how imperfect information can lead to under-provision and over-provision of these goods.",Free AQA A-Level Economics revision notes for unit 1.8.5. Covers why merit and demerit goods are over- or under-consumed and the role of imperfect information.,159,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-8-5-merit-and-demerit-goods.html,
revision-notes/aqa-a2-micro/1-8-6-market-imperfections.html,AQA,1.8.6,Market Imperfections,1.8.6 Market Imperfections | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.8.6 Market Imperfections,48,"Free AQA A-Level Economics revision notes on Market Imperfections - learn about imperfect and asymmetric information, monopoly power, and immobility of factors of production.","Free AQA A-Level Economics revision notes for unit 1.8.6. Covers asymmetric information, monopoly power and factor immobility as sources of market failure.",155,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-8-6-market-imperfections.html,
revision-notes/aqa-a2-micro/1-8-7-competition-policy.html,AQA,1.8.7,Competition Policy,1.8.7 Competition Policy | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.8.7 Competition Policy,46,"Free AQA A-Level Economics revision notes on Competition Policy - learn about the aims of competition policy, organisations responsible for competition policy, intervention to control monopolies and mergers, intervention to promote competition, and the costs and benefits of competition policy.","Free AQA A-Level Economics revision notes for unit 1.8.7. Covers the aims of competition policy, control of monopolies and mergers, and policy evaluation.",154,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-8-7-competition-policy.html,
revision-notes/aqa-a2-micro/1-8-8-public-ownership-privatisation-regulation-and-deregulation-of-markets.html,AQA,1.8.8,"Public Ownership, Privatisation, Regulation and Deregulation of Markets","1.8.8 Public Ownership, Privatisation, Regulation and Deregulation of Markets | AQA A-Level Economics Revision Notes | Economics Academy",AQA A-Level Economics 1.8.8 Privatisation and Regulation,56,"Free AQA A-Level Economics revision notes on Public Ownership, Privatisation, Regulation and Deregulation of Markets - learn about the advantages and disadvantages of public ownership, privatisation, regulation and deregulation of markets, and the problem of regulatory capture.","Revision notes for AQA A-Level Economics 1.8.8. Covers public ownership versus privatisation, regulation, deregulation and regulatory capture. With diagrams.",157,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-8-8-public-ownership-privatisation-regulation-and-deregulation-of-markets.html,topic shortened for title only; h1 unchanged
revision-notes/aqa-a2-micro/1-8-9-government-intervention-in-markets.html,AQA,1.8.9,Government Intervention in Markets,1.8.9 Government Intervention in Markets | AQA A-Level Economics Revision Notes | Economics Academy,AQA A-Level Economics 1.8.9 Government Intervention,51,"Free AQA A-Level Economics revision notes on Government Intervention in Markets - learn about the reasons for government intervention, indirect taxation, subsidies, maximum and minimum prices, and other intervention methods.","AQA A-Level Economics 1.8.9 revision notes. Covers indirect taxes, subsidies, maximum and minimum prices and other corrective tools. With annotated diagrams.",157,https://economicsacademy.co.uk/revision-notes/aqa-a2-micro/1-8-9-government-intervention-in-markets.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-1/1-1-1-economics-as-a-social-science.html,Edexcel,1.1.1,Economics as a Social Science,Economics as a Social Science | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.1.1 The Nature of Economics,55,"Free Edexcel A-Level Economics revision notes on economics as a social science — economic models, ceteris paribus, positive vs normative analysis, and the scientific method for Theme 1.1.1.","Edexcel A-Level Economics 1.1.1 revision notes. Covers how economists build models, the role of assumptions and of ceteris paribus. Includes evaluation points.",159,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-1-1-economics-as-a-social-science.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-1/1-1-2-positive-normative-statements.html,Edexcel,1.1.2,Positive and Normative Statements,Positive and Normative Statements | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.1.2 Positive vs Normative,53,"Free Edexcel A-Level Economics revision notes on positive and normative statements — distinguishing fact-based and value-based claims, with real-world examples and exam application for Theme 1.1.2.",Free Edexcel A-Level Economics revision notes for unit 1.1.2. Covers fact-based versus value-based claims and the role of value judgements in shaping policy.,157,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-1-2-positive-normative-statements.html,topic shortened for title only; h1 unchanged
revision-notes/edexcel-theme-1/1-1-3-the-economic-problem.html,Edexcel,1.1.3,The Economic Problem,The Economic Problem | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.1.3 The Economic Problem,52,"Free Edexcel A-Level Economics revision notes on the economic problem — scarcity, opportunity cost, resource allocation, and the fundamental questions every economy must answer for Theme 1.1.3.","Revision notes for Edexcel A-Level Economics 1.1.3. Covers scarcity, the factors of production, opportunity cost, and renewable versus non-renewable resources.",159,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-1-3-the-economic-problem.html,
revision-notes/edexcel-theme-1/1-1-4-production-possibility-frontiers.html,Edexcel,1.1.4,Production Possibility Frontiers,Production Possibility Frontiers | Edexcel A-Level Economics Revision Notes | Economics Academy,Edexcel A-Level Economics 1.1.4 Production Possibility Frontiers,64,"Free Edexcel A-Level Economics revision notes on production possibility frontiers (PPF) — drawing and interpreting PPF diagrams, opportunity cost, economic growth, and efficiency for Theme 1.1.4.","Revision notes for Edexcel A-Level Economics 1.1.4. Covers movements along versus shifts of the PPF, capital versus consumer goods and productive efficiency.",157,https://economicsacademy.co.uk/revision-notes/edexcel-theme-1/1-1-4-production-possibility-frontiers.html,title 64 chars: kept full search term
